source,reply_name,reply_text,comment_id,text,name
iPhone 6 Plus,猫巷里的树语,希望政府能安顿中国员工吧。。,4087867582365860,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:道德绑架不是个好东西,盛稀饭
iPhone 6 Plus,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087867505947488,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:随便地方都能看到招聘信息，只要肯干，遍地都是就业机会,盛稀饭
Android客户端,-,-,4087867460842795,"中国人就那么舍不得萨德的工资吗？离了萨德就没有办法活了啊？鼠目寸光<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bishi-c1f9abcd15.png"" style=""width:1em;height:1em;;""></span>",珏meow
iPhone 6s Plus,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087867422589932,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:目光短浅<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",Sweetyins
iPhone 6,-,-,4087867355998206,可喜可贺,东北美人鱼Sweety
等等的iPhone 7,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087867305426627,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:给你个👍，,真是文大大
Android,-,-,4087867300390037,"剩下的10%现在不关，留着过清明吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",福星高照everyday
够快才畅快vivoX6Plus,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,4087867146213046,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:要是没了这些超市，我们中国就活不成了,lfm好好哟
Android客户端,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,4087867083003523,"回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:可是，我好像并没有看到乐天的员工站出来喊委屈，只有一些不明意图的人在扰乱舆论<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",缱绻江南
红米Note4,-,-,4087867015545506,这次真的赞中国人，没有打砸去见成果！还有为消防局点个赞！,纳尼都是浮云啊
iPhone 6,-,-,4087867012061065,会有赔偿金的！足够超市员工们找到下一份工作！这个行业 很好 找工作！也希望再就业上能给些优先策略 大家不要再担心辣,翌秋o
够快才畅快vivoX6Plus,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,4087866982536029,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:我去，估计这人也出息不到哪里，只顾小利，超市里的两三千工资真就那么难找,lfm好好哟
iPhone 5s,来说出我的微博名,"评论有毒。跟前几天完全不是一个风向，都不管什么国家安全就记得惦记原乐天员工了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>乐天关闭这么久了我没看见任何员工因失业闹事，只看见一群键盘侠逼逼叨叨<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4087866911329589,回复<a href='http://m.weibo.cn/n/来说出我的微博名'>@来说出我的微博名</a>:人家乐天的员工还没说话呢，他们先激动了😂😂😂,等待地平线的浅吟低唱
HUAWEI Mate S,奔跑的蜗牛1121,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4087866671498023,回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:所以照你的意思就应该别人打你一巴掌  你要给人糖吃？,仙仙不太仙
随时发疯的iPhone 6 Plus,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087866613376354,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:心疼你了！那么正能量的贴子，却被智障攻击！,米尼克噜
iPhone 5s,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087866600321934,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:命要紧还是上班要紧，你这是要钱不要命啊,等待地平线的浅吟低唱
Android客户端,郭哥我很爱你,回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:咱国家真可怕，我就不信全国同时就乐天有消防问题，别的商场都没问题？全民自发抵制把他商场关停了很合理，但是用这种办法，跟朝鲜扣留中国企业这种耍流氓做法有什么区别，这样符合wto规则么？,4087866516538875,回复<a href='http://m.weibo.cn/n/郭哥我很爱你'>@郭哥我很爱你</a>:家里开手机卖场的告诉你，开店的人最头疼的就是消防，因为你完全不知道哪个细节没有做好，每次听说消防检查我们都如临大敌。同样，周围的饭店宾馆因为消防问题被停业整顿的也并不在少数，只不过乐天的关注度比较高，而别的商场没有报道而已。,缱绻江南
iPhone 7,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087866508347713,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:我认真的看……最后<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",奥琳娜娜子
Android客户端,-,-,4087866248691787,韩国下地狱去吧！,伍尊至上
荣耀手机 勇敢做自己,-,-,4087866092880310,超市到处都有，而且基本常年招人。而且工资都差不多，并没有其他行业难找工作,不愿透露身材的胖子
iPhone 7,旖旎777777,回复<a href='http://m.weibo.cn/n/还在等遥远的未来'>@还在等遥远的未来</a>:不能保证！正如韩国也不能保证中朝两国会不会朝他发射导弹一样！这也就是为什么人家要布置萨德的原因！,4087866055280896,"回复<a href='http://m.weibo.cn/n/旖旎777777'>@旖旎777777</a>:人家布置萨德我能理解，但是损害到自己了，你叫我怎么理解<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",还在等遥远的未来
,说个晚安,你们有没有发现微博的赞变成蓝色了,4087866042671421,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:没有<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>你几把色盲",Jasmineot
iPhone 5s,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087866005591350,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:乐天在全国总共才99家😂😂😂,等待地平线的浅吟低唱
三星Galaxy NOTE III,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087865971694451,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:别忘记拿n+1的赔偿啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;;""></span>",总在黎明抽烟
小米手机5,-,-,4087865954685879,当你 下岗找不工作 你再说 关的好  别站着说话不腰疼,稻穗鑫鑫
iPhone 7,虎法,回复<a href='http://m.weibo.cn/n/还在等遥远的未来'>@还在等遥远的未来</a>:好像你没看韩国，美国似的。那么多卫星是干什么用呢,4087865887227831,回复<a href='http://m.weibo.cn/n/虎法'>@虎法</a>:卫星有规定的，大家都有这个规定协议才没打破，这个算突然多了一个监视器，算了，反正我觉得萨德有影响到，反正我不买韩国的了，你们高兴就好，不强迫,还在等遥远的未来
iPhone 6s,-,-,4087865867088251,"看到那么多人关心失业问题我就放心了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",殄煞逍遥
iPhone 6,挟天子以征四方,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:难道倒闭几个韩国企业中国人就从此没工作了吗？,4087865804026484,回复<a href='http://m.weibo.cn/n/挟天子以征四方'>@挟天子以征四方</a>:愚昧至极，所以这些人就活该失业吗？,穿啥裤子都往下掉
荣耀手机 勇敢做自己,-,-,4087865753224307,什么主动啊……明明就是被迫的,L子s-
vivo智能手机,-,-,4087865635823618,除活该以外，我还能说些什么,下里巴人-real
OPPO R9,孔小孔1992,下岗下岗下岗你妹啊？国家到时候都没了你们还在为自己一些蝇头小利斤斤计较！告诉你们乐天没了肯定会有其他超市取而代之，这是市场规则，还一个个挺会说话的样子，傻x。,4087865518191115,"回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:评论回复的有病吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heixian-4cbb6a297e.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heixian-4cbb6a297e.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heixian-4cbb6a297e.png"" style=""width:1em;height:1em;;""></span>",薄荷糖O_0
iPhone 6,西铁城玫瑰,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:骂层主的，刀子不割自己身上不觉肉疼。超市员工大部分都是文化水平不高，专业技能较低的人群。这类人群一般来说家庭环境相对较差。失业了对家庭是个很大影响（虽然停业了还支付工资，能支付多久？谁去监督落实？）政府安顿不一定是保姆式，也可以是积极推进下家接盘,4087865497178859,回复<a href='http://m.weibo.cn/n/西铁城玫瑰'>@西铁城玫瑰</a>:说实话，不觉得政府有这个责任安置，天天倒闭的企业多了，下岗员工也多了，难道都让国家安置？,大兮兮啊大兮兮
iPhone 7 Plus,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087865467762647,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:还下岗职工，你以为国企呢，换个超市就不能干了？没见乐天的员工怎么样你倒是在这叫的挺厉害,疯狂的小凤梨-
OPPO R9,-,-,4087865409420787,人家主动关了说明人家离了咱照样能活  而咱离了他也不是照样得活？,薛先生的心愿之谦
好玩不过魅蓝 Note3,说个晚安,你们有没有发现微博的赞变成蓝色了,4087865347025493,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:滚,张元意
金立智能手机,-,-,4087865312456320,看到一群弱智杞人忧天失业失业的，乐天倒闭赔员工3个月工资，劳动法学过没？一家超市倒了立即会有新超市开业，市场有需求，供应商就来了，多简单的理啊，基层员工东家不打打西家而已。你以为百货超市是什么不可代替的高科技企业是华为是西门子啊？,Z27zZ
iPhone 7 Plus,-,-,4087865052732717,希望大家尽量不要再买韩国化妆品护肤品了。,羊咩咩的mie
够快才畅快vivo X6,-,-,4087864952431082,搞垮乐天，人人有责！我们这好像没有啊，都国产超市！,斗战诸天
iPad mini4,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,4087864909730896,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:图片评论 ,藕荷嚄崴
iPhone 7 Plus,margk,中国就是个几把国家,4087864871976151,回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:怕的连微博都删光了 你还能有什么出息,蔓延
iPhone 6s,-,-,4087864830791192,漂亮，中国人要团结一致对外,阿淘优惠券
