source,reply_name,reply_text,comment_id,text,name
OPPO R7s,-,-,4087872628360355,卧槽，真是够了，什么jb玩应。咋的乐天倒了中国就没别的地方就业了啊。脑残。,宋田田田田田田田
魅族轻巧旗舰 PRO 6,杨梵希全国总代,失业的中国人可以再找工作，远比韩狗赚着中国人的钱，买着萨德对准中国要强的多，那些员工的工资影响的了韩国花钱整萨德对准中国吗？但一天1千多亿韩元损失是个小小的打击吧！个人意见，喷子狗千万别点我回复我！,4087872560349620,"回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>怕找不到工作的除了搬箱子就什么都不会了啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",走乂氵翰氵青
HUAWEI G9 青春版,穿啥裤子都往下掉,回复<a href='http://m.weibo.cn/n/挟天子以征四方'>@挟天子以征四方</a>:猪一般的智商就别说话了好吗，臭,4087872379841538,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你还敢提智商呀！你这死不要脸的自信哪来的！,挟天子以征四方
OPPO R7s,margk,中国就是个几把国家,4087872321364914,"回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:点就来就是看别人怎么骂你的。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",宋田田田田田田田
360 N4S骁龙版,溪上漂流,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,4087872304552718,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:这b是台湾的，故意挑拨离间的,HandyQaQ
iPhone 7 Plus,钓鱼FISHING,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:萨德是美国部署在韩国的，为什么不抵制美国，说别人工作不要紧可以再找的，为什么不扔掉苹果手机，再买华为小米,4087872266736315,回复<a href='http://m.weibo.cn/n/钓鱼FISHING'>@钓鱼FISHING</a>:美国抵制的起么，不要只抵制品牌，美国所有的技术全部不要，你看我们会回到哪个年代，还有美国要是对中国经济制裁后果也是很可怕的,超鬼的西瓜
OPPO R9s,猫巷里的树语,希望政府能安顿中国员工吧。。,4087872266574791,"回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:中国最不缺的就是超市<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_landelini-bc8d668f14.png"" style=""width:1em;height:1em;;""></span>",一穗灯花茶烟透碧纱
荣耀6,李小朴,棒子国有萨德，但中国有萨逼啊！谁怕谁啊！,4087872250667278,回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:这爆脾气，离你远点，你这虎了吧唧的逼急了连自己都骂呀！,爱情三十六计688
Android,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087872246621121,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:你妈,不关你的鸟事
iPhone 6s,说个晚安,你们有没有发现微博的赞变成蓝色了,4087872203961700,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:图片评论 ,傅大瑜
iPhone 7 Plus,粤东孺子牛,回复<a href='http://m.weibo.cn/n/我是Eason王'>@我是Eason王</a>:似乎你有某种自以为是的优越感，看来真是个没有思想的人。,4087872182949552,回复<a href='http://m.weibo.cn/n/粤东孺子牛'>@粤东孺子牛</a>:嗯，这么有能耐，抵制一个超市，你真有思想。,我是Eason王
iPhone 6s,说个晚安,你们有没有发现微博的赞变成蓝色了,4087872095248258,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:赶紧滚,图图叫我damery
iPhone 6s,没正形儿的炜君,-,4087872070572943,<a href='http://m.weibo.cn/n/没正形儿的炜君'>@没正形儿的炜君</a>,鲜奶睡上小蛋糕
红米Pro,-,-,4087872002285804,"没几个敢抵制美国的，所以。。。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>",爱跳舞的鞋子2016
OPPO智能手机,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,4087871930969286,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:好好读书吧，脑子有坑，别丢人现眼了,然娃198611
iPhone 6s Plus,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087871830782909,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:你的美爹也抵制华企，也让在美国的华企倒闭，让美国人失业，你为什么看不见？当中国好不容易做出行动了，你们这群公知又出来了？中国要是不作为你们岂不是又要说中国无能？真是什么花都让你们说了 ,怒罵鮮衣少年時
万人迷OPPO R7,-,-,4087871801326162,哈哈，干得漂亮，滚回你国，抱着萨德过日子吧,转折点Smile
小米手机5,-,-,4087871742804687,自作虐不可活，乐天只是韩国政府的弃子,洛克工作室-SNEAKER
iPhone 6,-,-,4087871659383528,爽,你看起来好像很好吃的样子yn
魅蓝手机,-,-,4087871616337666,"觉得没乐天就会死的，那你们就去死吧，毕竟中国不需要你们这些智障<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",幻影Devilskiss
OPPO R9,-,-,4087871596585990,第一眼看成古天乐,是螃蟹呀
vivo智能手机,-,-,4087871428197169,"亏得键盘侠只是键盘侠<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",HTOH掌柜
OPPO智能手机,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087871411303310,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:脑子不好，就多读点书，别再丢人现眼了,然娃198611
iPhone 6s,Pilot舒克,回复<a href='http://m.weibo.cn/n/薰依泪之紫薰'>@薰依泪之紫薰</a>:谢谢指正。此题说的是促销员，这个算是临时工还是合同工？,4087871402899149,"回复<a href='http://m.weibo.cn/n/Pilot舒克'>@Pilot舒克</a>:做促销员还怕找不到工作啊？又不是高薪白领，类似工作一抓一大把，我们这儿五六十的大爷大妈再就业的也是一抓一大把，别拿找工作当理由了，重新找个理由吧，是个明白人都觉得这理由不靠谱<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",薰依泪之紫薰
小米Max,穿啥裤子都往下掉,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,4087871289382567,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:嗯，等他们打过来，还在超市慢慢上班吧。。,螺丝弟
OPPO R9,Lady_ladyladylady,"回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:竟然还有300多个智障赞你<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png"" style=""width:1em;height:1em;;""></span>",4087871268696964,回复<a href='http://m.weibo.cn/n/Lady_ladyladylady'>@Lady_ladyladylady</a>:可能是为了让更多人看到这个智障,土豆子炖白菜
iPhone 7,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087871117692975,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:带你赚钱，每天100以上收入，真实可靠 ,浮傷年華g将
小米Max,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087871080609025,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:扎心了，我想到我妈是咋把我养大的了,风走无期
Android,WwwW________,回复<a href='http://m.weibo.cn/n/我找到你了终于'>@我找到你了终于</a>:那你他妈在乐天超市工作吗？不在的话请闭嘴,4087871055033429,回复<a href='http://m.weibo.cn/n/WwwW________'>@WwwW________</a>:还有不会说话就闭上你的狗嘴  到处乱吠的玩意 你好好说话别人听不懂？觉得自己特牛逼？,我找到你了终于
Android客户端,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:你所谓的大是大非 除了满足虚荣 还有什么用？！本身就是外交不力，但凡跟韩国/美国协调好，还能有乐天什么事儿吗？！以百姓的民生作为牺牲，只是没挨到你头上罢了。超市工作的本来就是经济基础不那么好，学历不那么高的人群，你再让他们去找工作，对于一个家庭来说是怎样的重负？以消防为由停顿真小人,4087871013613849,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:国家那么多外交官，军事家，政治家都没有我们普通民众考虑的周到？用你来考虑外交不利？再说，有没有关注劳动法，乐天停业整顿期间是要支付员工工资的，也就是说人家天天在家玩还有工资拿，你看到有乐天的员工或者员工的家属出来闹委屈了吗？,缱绻江南
荣耀6,或会在旁,67家都有消防问题？咱们的消防主管部门平时在干嘛呢？,4087871013605952,回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:你是不是早上起床起的太猛了？,爱情三十六计688
魅蓝手机,溪上漂流,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,4087870975775072,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:是你巴结你美国爹吧,幻影Devilskiss
OPPO智能手机,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087870971389875,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:如果他不滚，闹笑话的就是中国人而不是几百个中国员工，多读点书，有点常识吧,然娃198611
iPhone 6,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087870798849155,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:比如说你,Lotus_十四
,-,-,4087870626558403,企业在没有倒闭前，就应该支付工资，这是基本的劳动法常识!那些圣母婊不要乱喷，利用断章取义的文字来欺骗群众。要记住，你爸你妈是中国🇨🇳，你不能找干爹，要找，那你请离开中国🇨🇳，别在这里唧唧歪歪，爱国才能护家!,每日爱上大美女
iPhone 6,-,-,4087870619240210,中国那么大有手有脚还怕没工作吗,蒙豆小蒙
魅族 MX5,-,-,4087870576401927,我们中国有句古话，  自作孽不可活。,张先生啊啊啊啊
三星 GALAXY S6 edge+,-,-,4087870505789758,整治韩国这种事就应该国家来做，老百姓不应该背负这样的责任。,能咥两大碗
Android,WwwW________,回复<a href='http://m.weibo.cn/n/我找到你了终于'>@我找到你了终于</a>:那你他妈在乐天超市工作吗？不在的话请闭嘴,4087870496967869,回复<a href='http://m.weibo.cn/n/WwwW________'>@WwwW________</a>:等到这种事情发生到你身上了  你真的什么事情没做躺枪了  而没有人给你说话 你就笑嘻嘻了  不会考虑别人自私自利的人,我找到你了终于
OPPO R9s,-,-,4087870484219111,应该的死去吧,神秘的我在想
OPPO智能手机,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087870433584779,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:脑子有坑，没有智商就多读点书,然娃198611
三星GALAXY A,愤怒的小豪猪,回复<a href='http://m.weibo.cn/n/Smage-'>@Smage-</a>:误伤友军,4087870408842576,回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:摸摸头,Smage-
荣耀畅玩5X 全网通,-,-,4087870328707298,多大点个屁事还用国家亲自安排岗位?假如我国真的主动给那几个人提供岗位被打脸的你们也该沉默了吧,ffghhtrtgbvc223541
红米2,-,-,4087870073069097,这才是国人希望看到的结果,勤恳的_老黄牛
小米Max,温斯顿的花园,毛左意识形态主导下，忽悠义和团小粉红们摒弃理性与向善，释放出人性中的邪恶与仇恨，然后绑架利用小平路线改革开放30年积累的庞大经济体量和国际外交关系，破坏市场经济公平法治，进而施展毛左们的“反美仇日扶朝压韩灭台骗越买菲” 大战略。。朝思暮想“干死美国”做山大王，结果。。害死中国！,4087870031597315,回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:哦,螺丝弟
iPad,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087869943783900,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:我们这个小城市，总共就五个大型卖场，就一个开的时间长。其他四个卖场都是倒了开，开了倒，开张了，前两个月生意火爆，然后生意惨淡，然后倒闭<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>你这话没毛病",中国的死忠粉V
华为手机,-,-,4087869910155959,一辈子抵制日韩才是王道,蓝颜992黄精海参
iPhone客户端,-,-,4087869880095058,有骨气，是不想缴纳消防罚款吗,Jenny-ackles
OPPO R9,-,-,4087869863615703,评论里    告诉你们  超市不只有乐天,KMS_L98
OPPO智能手机,猫巷里的树语,希望政府能安顿中国员工吧。。,4087869833948890,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:脑子有坑，多点读点书,然娃198611
iPhone 5s,章大人GMAT,这么恶劣的投资环境，还有外企会来吗？,4087869775371433,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:东南亚一些国家迟早会替代中国，中国说白了就是一个大工厂，早没了什么优势、,殺破魚-
OPPO R9,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087869758565805,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:超市不只有乐天,KMS_L98
iPhone 6s Plus,-,-,4087869674536368,为失去乐天工作的人感到遗憾，但抵制乐天大都是民众自发的，政府为什么背锅，每天失业的再就业的不计其数，难道都要政府给安顿？一个和平的国家才是对我们最好的安顿，键盘侠埋怨祖国埋怨政府，如果政府现在鼓励去韩旅游去韩购物，再引进韩资多开几百家乐天，恐怕那时候键盘侠们又要骂我们祖国无能了吧,奇偶客人J
OPPO智能手机,-,-,4087869419787012,国家没有了你还上个屁班。,YYY小棉袄
三星android智能手机,-,-,4087869338929674,"我们门口的乐天玛特依然正常营业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",大长腿_
荣耀6 Plus,-,-,4087869335323658,怎么评论理那么多狗呢，搞不懂,绘时光pting
Android客户端,说个晚安,你们有没有发现微博的赞变成蓝色了,4087869272533760,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:我就不点<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>气死你",幸村的小台子
iPhone 6s,王栋宇_wdy,-,4087869268334560,<a href='http://m.weibo.cn/n/王栋宇_wdy'>@王栋宇_wdy</a>,初见_鱼儿
iPhone 6s,高高冷冷的予哥他爸,回复<a href='http://m.weibo.cn/n/生如夏花_M'>@生如夏花_M</a>:不明白你为什么要对号入座啊。人家骂的是蛆，难道你是蛆吗？！！！,4087869193294396,回复<a href='http://m.weibo.cn/n/高高冷冷的予哥他爸'>@高高冷冷的予哥他爸</a>:我也不明白你又为何对号入座了呢,生如夏花_M
iPhone 6s,-,-,4087869155102492,乐天一关，其他超市会接手的，可能直接用老员工，或者重新招聘,雪安TVXQ-陈等等
iPhone 6s Plus,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087869041079339,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:换了个商场别的超市商场他们也可以干？干嘛非要在乐天干啊？,柠檬草的味道v珊
iPhone 6s,十万嬉皮EF,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:从新找工作那么容易吗？ 不需要时间吗？ 还能保证原来的收入，要从新融入别的公司容易吗？ 你把你现在的工作辞了，从新找个试试，站着说话不腰疼！,4087869012100581,"回复<a href='http://m.weibo.cn/n/十万嬉皮EF'>@十万嬉皮EF</a>:这话说的好切实际啊，那做难民容易吗？失业和做难民你选一个呗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",薰依泪之紫薰
万人迷OPPO R7,-,-,4087868923845918,拍买乐天资产！让乐天中国员工当股东可以吗？,用户5995963318
iPhone 6,挟天子以征四方,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你语文水平是胎教吗？,4087868899517333,回复<a href='http://m.weibo.cn/n/挟天子以征四方'>@挟天子以征四方</a>:猪一般的智商就别说话了好吗，臭,穿啥裤子都往下掉
荣耀V8 脱影而出,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087868857736869,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:这年头还有下岗一说?你问问在超市的哪个是铁饭碗?都是合同制，还下岗。。。你以为90年代呢,oO纳兰秋枫Oo
Android客户端,-,-,4087868827644561,"没了乐天中国人就没饭吃了吗？有些智障别出来秀智商给他们洗地好吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",憋抢我蓝爸爸
iPhone 6s,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087868647276398,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:对的，因为我们这里超市的人都流动性好大的！而且我能说我们这里就没见过乐天,雪安TVXQ-陈等等
乐1s,-,-,4087868622258738,突然觉得大家关心这些员工没工作，也挺暖的。。,吃袜子的你
荣耀6,铁饭碗端不动,是几干中国工人下岗对中国的影响大还是几个韩国老板少赚钱对韩国的影响大？,4087868601542947,回复<a href='http://m.weibo.cn/n/铁饭碗端不动'>@铁饭碗端不动</a>:你想上班的话，到处都在招人,最爱爬爬虾
馨馨战斗机iPhone,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,4087868592468080,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:<a href='http://m.weibo.cn/n/山是山河是河跟着勇哥就是K'>@山是山河是河跟着勇哥就是K</a>,馨馨馨babykT
iPhone 6,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087868559228978,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:是不是蠢～就这失业率跟全国的失业率比比看～能拉多少？你是小朋友，没工作过？能说出这种话？,潘盼12138
荣耀8青春版 颜值担当,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087868546322282,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:扛着你的键盘去救他们吧，骂你脑残都侮辱了脑残两个字,花颜-w
小米手机4,-,-,4087868512761695,没事，人家有美国爹呢，不差钱,埃及王子Moses
Android客户端,薰依泪之紫薰,回复<a href='http://m.weibo.cn/n/冷心冷脸冷语wmspig'>@冷心冷脸冷语wmspig</a>:真的要笑死了笑死了，难道他挣的钱还没交的税多吗？哈哈哈哈哈哈,4087868509558039,回复<a href='http://m.weibo.cn/n/薰依泪之紫薰'>@薰依泪之紫薰</a>:你是？朝鲜刚回来？还是深山老林里刚爬出来？？？,冷心冷脸冷语wmspig
iPhone 6 Plus,-,-,4087868416275023,处江湖之远，还忧国忧民，你是当代杜甫吗，安得广厦千万间大庇天下寒士惧欢颜？下岗员工怎么办？你说怎么办，做好自己得了,尼古拉斯丫丫
荣耀6,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087868400496898,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:就没有其它工作岗位了？难道你在韩国乐天上班？,最爱爬爬虾
iPhone 6s,Underworld6,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:说乐天为中国创下很多税的，我真的不明白，他们小时候没学过兔子捡了芝麻丢了西瓜的故事吗？要明白是韩国依赖中国，中国经济相对韩国，算独立的,4087868396060433,回复<a href='http://m.weibo.cn/n/Underworld6'>@Underworld6</a>:对的，还真的不知道是谁智障，居然说乐天走了会少税收，笑死了，我都忍不住笑了，难道收的税还会比乐天挣的多吗？这笔账都不会算，还在那边说，感觉小学没毕业啊,薰依泪之紫薰
iPhone 6s,-,-,4087868341631145,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span>",跟风去流浪-
华为 P8max,-,-,4087868224425997,是几干中国工人下岗对中国的影响大还是几个韩国老板少赚钱对韩国的影响大？,铁饭碗端不动
微博 weibo.com,东西不要乱捡来吃,回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:傻狗也有国？,4087868135599969,回复<a href='http://m.weibo.cn/n/东西不要乱捡来吃'>@东西不要乱捡来吃</a>:贵国人真有礼貌,竹生青宁
iPhone 6,十英寸的英雄,停业期间必须支付雇员工资这才是最重要的,4087868089638836,回复<a href='http://m.weibo.cn/n/十英寸的英雄'>@十英寸的英雄</a>:不按规发工资就现在这局面罚得更多,潘盼12138
魅族 MX6 遇见好照片,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4087868047407612,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:sb,小心超人CarefulS
HUAWEI Mate S,-,-,4087867951234061,"真受不了那些喷子...  国家抵制了 你们在那儿忧国忧民 这个下岗了那个失业了..国家不发声了 你们又在那儿说国家怂了。中国不缺超市好么<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>这个地方倒了你信不信不久有钱人照样开起来了.. 有本事你们拉横幅抵制抵制乐天啊..真操心就去拉横幅吧.别捧键盘嘚啵嘚..但是呼吁大家理智爱国.别伤害自己人. ",仙仙不太仙
iPhone 6s,-,-,4087867875602955,"但是我看到的在重庆永辉还在标重点卖乐天的零食<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",淡淡的烟海
乐2,-,-,4087867829645199,樂天也是愛他國的表現，沒毛病！,芯在吶喊
iPhone 6s,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4087867758816254,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:确实，中国这么大，几家超市就可以让很多人找不到工作，那真的打脸了！,MOMO140831
iPhone 6 Plus,薰依泪之紫薰,回复<a href='http://m.weibo.cn/n/Pilot舒克'>@Pilot舒克</a>:在小城市的超市干过一两天的人表示，有保险，有合同，当然没年假，还有一般现在都有保险啊,4087867724597215,回复<a href='http://m.weibo.cn/n/薰依泪之紫薰'>@薰依泪之紫薰</a>:谢谢指正。此题说的是促销员，这个算是临时工还是合同工？,Pilot舒克
iPhone 6s Plus,-,-,4087867631800186,中国人要有骨气，难得乐天腾出来的地方，我们中国人不能自己干吗？下岗的员工一样有地方工作,TST-Super家族-洁儿
iPhone 6s,冷心冷脸冷语wmspig,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:你不是一般的文盲！他为当地创收多少税收你知道不？其实多读书死不了,4087867615401741,回复<a href='http://m.weibo.cn/n/冷心冷脸冷语wmspig'>@冷心冷脸冷语wmspig</a>:真的要笑死了笑死了，难道他挣的钱还没交的税多吗？哈哈哈哈哈哈,薰依泪之紫薰
HUAWEI G9 青春版,穿啥裤子都往下掉,回复<a href='http://m.weibo.cn/n/挟天子以征四方'>@挟天子以征四方</a>:愚昧至极，所以这些人就活该失业吗？,4087867602800837,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你语文水平是胎教吗？,挟天子以征四方
